Industry,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance
Manufacturing,2022,2626.9,-0.3,6311.5,4.2,54.5,60.3,61.3,42
Manufacturing,2023,2898.3,-0.3,7928.6,10.3,55.8,61.3,65.3,40.8
Manufacturing,2024,3094,-2.3,2445.7,6.7,56.7,62.7,65.9,41.5
Manufacturing,2025,3429,-0.8,7983.2,10.8,59.1,68.9,65.5,43
Transportation,2015,427.1,11,768,,43.4,12.5,49.9,67.8
Transportation,2016,477.4,5.3,462.7,11.8,43.8,14.4,49.3,67.8
Transportation,2017,575.7,4.6,220.1,20.6,46.6,18.8,53,68
Transportation,2018,645.8,3.4,271.3,12.2,47.5,16.4,55.1,71.1
Transportation,2019,740.2,4.8,678.8,14.6,48.8,18,55.5,73
Transportation,2020,754.8,8.1,843.3,2,50.7,19.3,57.7,75
Transportation,2021,705.7,10.5,630.2,-6.5,49.4,20.2,53.6,74.4
Transportation,2022,743.9,17.1,1380.8,5.4,50.9,21.8,55.8,75.2
Transportation,2023,879.8,16.8,2834.8,18.3,51.6,27.8,55,72.1
Transportation,2024,907.8,14.9,2702,3.2,52.6,27.3,56.2,74.3
Transportation,2025,1020.4,14.6,2792.2,12.4,54.2,32,53.3,77.1
Consumer Goods,2015,1065.3,12.4,2341.4,,62.3,53.9,74.3,58.6
Consumer Goods,2016,1022.3,12.4,3042.8,-4,63.3,55.7,74.5,59.8
Consumer Goods,2017,1213.7,10,2166.3,18.7,64.2,55.9,78.1,58.8
Consumer Goods,2018,1317.2,11.6,3578.9,8.5,63.8,56.9,79.4,55.1
Consumer Goods,2019,1315.9,14.1,2042.4,-0.1,65.8,62.9,80.2,54.5
Consumer Goods,2020,1304.9,10.5,1936.3,-0.8,67.2,64.6,81.9,54.9
Consumer Goods,2021,1526.2,12.2,3054,17,68,64,83,57.1
Consumer Goods,2022,1625.6,11.8,3237.6,6.5,68.4,62.1,84.4,58.5
Consumer Goods,2023,1664.4,14.4,2651.5,2.4,70.6,65.8,82.7,63.3
Consumer Goods,2024,1696.3,12,3448.8,1.9,71.8,67,84.4,63.9
Consumer Goods,2025,1828.9,12,3965,7.8,71.5,66.6,83.7,64.1
Technology,2015,1615.3,17.6,6974.2,,79.9,65.8,94.9,79
Technology,2016,1737.6,20.2,8882.6,7.6,82.2,67.5,95.2,83.9
Technology,2017,1950.4,22.7,15392,12.2,81.2,63,96.5,84
Technology,2018,1893.2,18.5,6818.6,-2.9,82,65.9,95.6,84.4
Technology,2019,1950.9,22.1,8173,3,82.9,67.8,96.2,84.7
Technology,2020,2335,23.9,18317.2,19.7,84.2,70.5,97.5,84.6
Technology,2021,2569.4,23.5,12461.1,10,86.9,71.8,98,90.9
Technology,2022,2673.5,21.8,12290.6,4.1,87.7,74.2,99,89.9
Technology,2023,2797.6,20,18293.3,4.6,87.2,76.7,95.8,89
Technology,2024,2994.3,17,16782.2,7,85,74.2,94.2,86.5
Technology,2025,3360.5,18.9,19696.2,12.2,85,77.6,94,83.4
Retail,2015,1050.4,3.5,463.9,,49,27.3,68.1,51.6
Retail,2016,1041.2,2.1,553.9,-0.9,49.2,26.8,67.1,53.7
Retail,2017,1127,3.6,604.3,8.2,48.6,27.2,66.4,52.1
Retail,2018,1048.2,5.5,1162.6,-7,48.7,29.8,64.8,51.4
Retail,2019,938.2,8.3,1057.6,-10.5,50.6,31.9,66.4,53.4
Retail,2020,944.9,11.3,1318,0.7,49.2,30.4,67.1,50.1
Retail,2021,887,10,1978.9,-6.1,48.6,32.6,66.4,46.8
Retail,2022,971.8,11.9,1696.6,9.6,46.5,30.6,65.1,43.9
Retail,2023,1091.5,12.8,1702.3,12.3,47.1,34.8,63.5,43
Retail,2024,1175.8,9.2,1894.7,7.7,47.6,34.3,65.2,43.2
Retail,2025,1274.3,10.7,3023.6,8.4,47.9,33.1,68.5,42.3
Consumer Goods,2015,1714.5,12.4,4271.1,,56.8,38.9,95.1,36.4
Consumer Goods,2016,1864.4,10.1,2736.7,8.7,57.3,37.8,96.5,37.7
Consumer Goods,2017,2106.2,6.6,1692.4,13,57.7,38.9,97,37.2
Consumer Goods,2018,2151.7,4.5,2113.9,2.2,57.9,40.8,96,36.8
Consumer Goods,2019,2157.9,4.2,1256.4,0.3,58.8,43.8,95.8,36.8
Consumer Goods,2020,2512.2,5.2,1970.8,16.4,62,48.2,98.1,39.6
Consumer Goods,2021,2935.5,8.2,4850.5,16.8,62.5,51.1,98,38.4
Consumer Goods,2022,3046.8,4.8,3273.2,3.8,64.1,54.8,100,37.4
Consumer Goods,2023,3019.9,3.5,1675.3,-0.9,65.8,59,100,38.3
Consumer Goods,2024,3217.9,4.4,1660.9,6.6,66.1,60.4,100,38
Consumer Goods,2025,3439.4,2.1,1309.4,6.9,67.5,64.6,100,37.8
Manufacturing,2015,792.1,8.9,1109.5,,37.8,9.5,53.4,50.6
Manufacturing,2016,800,7.6,528.7,1,36.7,11.9,50.3,47.9
Manufacturing,2017,781.1,9.8,1657.7,-2.4,36.6,11.6,50.2,48.2
Manufacturing,2018,897.2,10.5,1670.7,14.9,38.2,12.3,53.6,48.8
Manufacturing,2019,782.1,16.6,1379.3,-12.8,39.9,13.4,53,53.4
Manufacturing,2020,720,18.2,1844.3,-7.9,39.6,15.1,52.9,50.8
Manufacturing,2021,737.9,18.4,1496.4,2.5,40.3,15.6,53.5,51.9
Manufacturing,2022,817.6,15.2,1475,10.8,41.2,15.5,55.8,52.4
Manufacturing,2023,846.7,18.4,2676.8,3.6,40.3,14.9,55.3,50.6
Manufacturing,2024,920,14.8,1745,8.7,39,13.9,54.4,48.5
Manufacturing,2025,919.1,14.4,1763.1,-0.1,39.8,16.6,56.2,46.5
Finance,2015,1630,14.8,4589.6,,56.9,95.3,36.4,39.2
Finance,2016,1648.6,16.5,2796.4,1.1,55.8,93.4,33.7,40.2
Finance,2017,1866.2,18.2,6606.7,13.2,54.5,89.7,33.8,40.2
Finance,2018,1947,17.7,4487.3,4.3,55.4,91,33.4,41.9
Finance,2019,2070.6,13.9,5734.4,6.3,54.3,90,29.4,43.5
Finance,2020,2023.1,12.9,3705.4,-2.3,53.3,87.7,29,43
Finance,2021,2027.1,11.5,2302.9,0.2,54.4,88.7,29.7,44.8
Finance,2022,2183.8,10.8,2052.5,7.7,57.1,91.5,31.8,47.9
Finance,2023,2456.3,11.2,2658.9,12.5,57.7,91.6,33.3,48.1
Finance,2024,2706.7,11.2,2757.3,10.2,57.4,91.2,33.7,47.2
Finance,2025,2922.7,10.1,5031.8,8,57.5,90.7,34.7,47.2
Healthcare,2015,2410.2,19.9,11204,,51.3,78.6,42.6,32.7
Healthcare,2016,3031.6,16.8,10331.5,25.8,50.1,76.7,44.3,29.5
Healthcare,2017,3350,15.5,8731.8,10.5,51.4,78.2,44.5,31.6
Healthcare,2018,3492.5,13.3,7070.1,4.3,51.9,77.4,44.6,33.6
Healthcare,2019,3937.9,14.6,6144,12.8,52.5,78.9,48,30.5
Healthcare,2020,4590.3,14.5,15284.5,16.6,51.6,78.3,49,27.5
Healthcare,2021,5299.2,12.7,8006.8,15.4,54.3,81.1,51.5,30.4
Healthcare,2022,6125.7,11.9,13025.3,15.6,56.4,83.6,52.6,33
Healthcare,2023,6712.9,13.8,11414.5,9.6,55.6,84.5,50,32.4
Healthcare,2024,8380,17.1,19512.3,24.8,56.4,86.1,50.7,32.5
Healthcare,2025,10126.6,15.1,25354.7,20.8,57,87.9,52.1,30.9
Healthcare,2015,312.9,17.2,683.2,,41.4,37.1,38.5,48.8
Healthcare,2016,332.6,18.4,1282.7,6.3,43.5,39.9,42,48.7
Healthcare,2017,334.3,15.1,945.7,0.5,44,40.4,43.6,48.1
Healthcare,2018,323,12.2,909.4,-3.4,44.3,43.4,44.4,45
Healthcare,2019,314.7,10.4,403.1,-2.6,45,44.4,46.1,44.5
Healthcare,2020,311,11.9,525.9,-1.2,47.7,47.9,52,43.1
Healthcare,2021,349.3,11.6,579,12.3,47.1,50.3,50.1,40.9
Healthcare,2022,325,10,422.4,-7,49.4,55.5,50.7,42
Healthcare,2023,361.3,8.7,746.3,11.2,50.4,56.4,50.7,44.1
Healthcare,2024,386.3,12.3,762.3,6.9,50.8,56.7,52,43.8
Healthcare,2025,405,15.6,1092.2,4.8,52.7,58.4,52.8,46.8
Consumer Goods,2015,1085.4,7.4,1307,,65.2,89.6,34.8,71.2
Consumer Goods,2016,1228.9,7.6,2152.9,13.2,66,91.1,35.3,71.6
Consumer Goods,2017,1330.6,7.4,1764.2,8.3,67.2,91,38.8,71.9
Consumer Goods,2018,1639.4,3.9,1004.5,23.2,67.5,91,41.9,69.7
Consumer Goods,2019,1855.5,7.9,2418.3,13.2,67.5,91.4,40.2,70.7
Consumer Goods,2020,2052.7,7.3,2995.5,10.6,67,92.7,39.2,69
Consumer Goods,2021,2325.1,6,2734.2,13.3,69.2,96.9,41.8,68.9
Consumer Goods,2022,2298.6,8.8,4410.7,-1.1,70.7,100,44.2,67.9
Consumer Goods,2023,2806.5,7.4,3511.2,22.1,71.9,100,48.3,67.5
Consumer Goods,2024,3142.7,5.5,3256.3,12,73.1,100,51.2,68.2
Consumer Goods,2025,3595,6.5,3100.6,14.4,73.7,100,51.9,69
Utilities,2015,781.4,13.5,1124,,49.4,38.2,71.6,38.5
Utilities,2016,832,13.8,1702.9,6.5,51.4,41.2,74.6,38.4
Utilities,2017,819.5,12.1,1413.8,-1.5,52,41.8,76.5,37.7
Utilities,2018,746.7,11.2,1117.6,-8.9,53.9,44.7,75.8,41.1
Utilities,2019,773.9,11.3,1048.7,3.6,54.4,42.1,78,43
Utilities,2020,709.6,12.2,808.7,-8.3,56.1,43.9,79.8,44.5
Utilities,2021,657.8,10.4,803.2,-7.3,56.1,44.6,79.3,44.5
Utilities,2022,793,9.1,600.3,20.6,55.2,42.6,78.6,44.5
Utilities,2023,794,8.7,622.6,0.1,56.2,46.3,78.5,43.8
Utilities,2024,780.8,10.5,744.8,-1.7,56.3,49.8,74.7,44.4
Utilities,2025,781.4,12.3,1187.9,0.1,56.5,52.7,76,40.8
Transportation,2015,1307.7,13.4,1576.9,,52.3,38.3,56.1,62.6
Transportation,2016,1367.7,11.5,2890.5,4.6,52.3,36.7,55.8,64.3
Transportation,2017,1421.6,12.5,1438.3,3.9,53.8,38.8,55,67.6
Transportation,2018,1574.3,13.3,3341.8,10.7,54.8,39.4,56.2,68.7
Transportation,2019,1415.4,16.1,3607.8,-10.1,53.2,38.3,55.1,66.2
Transportation,2020,1456.2,17.6,4633.3,2.9,54.2,39.3,57.8,65.6
Transportation,2021,1393,19.3,2273.4,-4.3,57,42.6,58.1,70.3
Transportation,2022,1393.6,24.2,3398.8,0,57.4,41.6,57.3,73.3
Transportation,2023,1319.8,26.8,6203.9,-5.3,57.6,46,55.8,71.1
Transportation,2024,1456.7,25.3,3801.5,10.4,58.9,47,58.7,71.1
Transportation,2025,1780.7,23.8,7836.6,22.2,59.4,50.2,57,71
Utilities,2015,1319.3,12.7,1417,,33.4,29.7,18.1,52.4
Utilities,2016,1608.7,10.8,2601.6,21.9,34.9,32.4,19.7,52.5
Utilities,2017,1743.5,12.1,2847.6,8.4,34.6,32.4,18.2,53.2
Utilities,2018,1677.9,12.4,1815.7,-3.8,32.2,31.2,15.7,49.6
Utilities,2019,1623.2,12.2,1874.1,-3.3,30.8,30.2,15.7,46.4
Utilities,2020,1531.4,11,2323.3,-5.7,32.9,33.5,16.5,48.7
Utilities,2021,1547.2,12,2134.9,1,33.1,31.7,16.7,50.8
Utilities,2022,1585.3,13.7,2807.2,2.5,33.2,30.9,19.5,49.1
Utilities,2023,1450.5,15.6,1867,-8.5,33.4,32.5,16,51.7
Utilities,2024,1515.7,15.7,2476.4,4.5,34.5,34.6,17.2,51.5
Utilities,2025,1563.4,17.2,3807.5,3.1,34,32.6,19,50.4
Consumer Goods,2015,1825.7,14,4558.4,,45.8,57.6,61,18.9
Consumer Goods,2016,2081.3,14.1,7259.1,14,45.7,58.9,58.6,19.7
Consumer Goods,2017,2234.9,14,4871.5,7.4,47.1,63.2,54.6,23.4
Consumer Goods,2018,2518.1,15.4,7545.2,12.7,47.8,64.5,58.7,20.2
Consumer Goods,2019,2535.3,17.3,10680.3,0.7,49,66.7,59.1,21.4
Consumer Goods,2020,2737.3,22.2,13692.7,8,50.4,65.8,62.9,22.5
Consumer Goods,2021,2876.9,25.1,13031.2,5.1,50.2,65.6,62,22.9
Consumer Goods,2022,2912.2,25.3,11684.9,1.2,52.2,67.3,65.7,23.6
Consumer Goods,2023,2976.1,22.3,13980.9,2.2,53.7,67.5,66,27.5
Consumer Goods,2024,3125,17.8,7595.7,5,55.1,72,64.4,28.9
Consumer Goods,2025,3492,16.4,9682.1,11.7,54.4,69.3,64.2,29.6
Manufacturing,2015,1419,14.2,4338.7,,17.8,29.9,21.9,1.7
Manufacturing,2016,1207.2,12.1,2629.9,-14.9,19.6,30,25.3,3.5
Manufacturing,2017,1065.7,14.1,2984.4,-11.7,20.6,31.7,26.8,3.1
Manufacturing,2018,1029.4,13.6,2630.1,-3.4,23.8,36.6,29.2,5.6
Manufacturing,2019,922.8,9.8,1781.6,-10.4,24.4,37.2,31,5
Manufacturing,2020,721.2,4,344.9,-21.9,25.3,38.9,29.6,7.3
Manufacturing,2021,738.4,3,273.9,2.4,27.8,45.2,32.8,5.5
Manufacturing,2022,706.4,1.3,106,-4.3,29.3,51.2,30.5,6.4
Manufacturing,2023,728.7,3.2,402.6,3.2,32.2,56.5,33.6,6.6
Manufacturing,2024,580.4,-2.6,2108.6,-20.4,32.4,59.6,33.1,4.5
Manufacturing,2025,481,-0.9,406.2,-17.1,30.9,58.5,30.9,3.4
Technology,2015,6151.6,5.1,6410,,55.2,52.2,64,49.5
Technology,2016,6428.6,5.8,7774.7,4.5,55.6,51.9,64,50.9
Technology,2017,7238,6.1,9837.1,12.6,58.7,55.7,68.7,51.8
Technology,2018,7471.2,5.2,7360,3.2,58.2,54.8,68.4,51.5
Technology,2019,8253.6,4.6,10416.1,10.5,59.4,58.3,69.2,50.5
Technology,2020,8503,3.9,10901.4,3,58.2,56.5,70.9,47.3
Technology,2021,8455.3,6,7759,-0.6,58.9,60.6,71.1,45
Technology,2022,9568.1,-1.1,35561.1,13.2,60.3,59.6,74.6,46.7
Technology,2023,10306.4,-5.9,11364.1,7.7,62.8,64.8,74.1,49.5
Technology,2024,10317.6,-4.3,7102.5,0.1,61.8,63.6,72.7,49.3
Technology,2025,11051.7,-2.7,10569.1,7.1,62.6,62.1,75,50.7
Retail,2015,1412,6.7,1906.8,,50.1,23.9,42.4,84.1
Retail,2016,1618.4,7.8,2108,14.6,52,26.2,44.2,85.6
Retail,2017,1664.6,8.9,3224.3,2.9,52.4,26,44.7,86.4
Retail,2018,1833.5,6.9,2147.8,10.2,51.5,23.5,44.8,86.3
Retail,2019,1928.6,7.9,2805.6,5.2,52.6,21.1,45.1,91.6
Retail,2020,1860.8,6.7,2750.4,-3.5,52.2,23.2,45.6,87.8
Retail,2021,1856.7,10.3,3568.3,-0.2,51.8,23.8,44.2,87.4
Retail,2022,1857.1,11,2637.1,0,50.9,22.3,45.2,85.3
Retail,2023,1903,11.2,5003,2.5,50.9,19.8,48.9,83.9
Retail,2024,2064.4,10.8,3234.3,8.5,52.8,19.6,50.5,88.3
Retail,2025,1940.9,14.3,6655.4,-6,54.4,20.8,50.7,91.6
Technology,2015,1872.7,17.9,5211.4,,72.2,70.8,90.4,55.4
Technology,2016,2057,16.6,8902.3,9.8,72.9,71.2,92.4,55
Technology,2017,2401.2,16.1,9814.1,16.7,71.8,68.9,91.8,54.6
Technology,2018,2850.9,15.1,15023.8,18.7,73.2,73.3,90.6,55.6
Technology,2019,3173.6,14.7,9693.8,11.3,73.2,76.2,90.3,53.1
Technology,2020,3710,13.1,9310.6,16.9,73.9,74.9,92.8,54
Technology,2021,4380.3,10,7000.5,18.1,74.7,74.7,95,54.5
Technology,2022,5560.7,8.7,10309,26.9,75.5,76.4,95.6,54.6
Technology,2023,6836.3,11,24743.3,22.9,76.6,77.4,97.6,54.9
Technology,2024,7484,16.1,42029.7,9.5,78.3,80.1,97.7,56.9
Technology,2025,8550.5,15.3,24232.7,14.2,80.6,82.9,97.5,61.3
Healthcare,2015,486.7,12.9,1254.1,,41.2,72.9,30.5,20.2
Healthcare,2016,519.9,9.9,925.5,6.8,43.1,77.7,29.6,22.1
Healthcare,2017,463,9.7,904.4,-10.9,42.9,77,29.5,22.3
Healthcare,2018,430.5,8.8,397.8,-7,44.5,78.6,30.8,24.1
Healthcare,2019,420.6,6.2,329.6,-2.3,44.5,80,30.5,23
Healthcare,2020,445.5,4.9,283.2,5.9,46.3,80.9,34.6,23.4
Healthcare,2021,435.1,5,257.2,-2.3,45,79.8,31.6,23.8
Healthcare,2022,440.7,4.9,312.7,1.3,45.2,81.2,29.2,25.2
Healthcare,2023,446.7,2.6,117.9,1.4,45.6,84.2,28.8,23.7
Healthcare,2024,452.2,0.4,34.7,1.2,47.2,84.9,28.3,28.4
Healthcare,2025,428.5,1.3,95.4,-5.3,46.5,85.6,27.2,26.7
Manufacturing,2015,4306.4,11.8,6154.5,,49.4,47,49.5,51.7
Manufacturing,2016,4351.5,13.5,5506.5,1,50.7,50.2,49.6,52.4
Manufacturing,2017,4439.9,13,7551.1,2,52.8,53.2,50.5,54.5
Manufacturing,2018,4305.5,11.9,10904.1,-3,54,52.1,51.6,58.3
Manufacturing,2019,4426.9,8.4,3809.7,2.8,54.2,51.2,51.3,60
Manufacturing,2020,4457,7.3,3908.5,0.7,55,53.3,49,62.6
Manufacturing,2021,4984.3,6.3,3404.1,11.8,55.1,54.6,49.7,61
Manufacturing,2022,5704.2,5,5055.5,14.4,54.7,55.1,47.2,61.7
Manufacturing,2023,6400,4.7,5250.8,12.2,56.2,57.7,50,60.9
Manufacturing,2024,7156.5,7.6,4485.4,11.8,56.4,59.1,49.8,60.3
Manufacturing,2025,7241.8,6.1,7441.7,1.2,56.4,58.5,49.3,61.4
Healthcare,2015,3189.8,21.6,15087.6,,54.3,57.9,53.2,51.8
Healthcare,2016,3467.1,26.3,12665,8.7,56.3,57.4,54.9,56.6
Healthcare,2017,4195.5,28.6,15138.1,21,56.8,60.5,53.6,56.2
Healthcare,2018,4284,29.8,14222.1,2.1,57,61.9,52.5,56.7
Healthcare,2019,4330,28.8,24594.6,1.1,57.4,61.3,54.6,56.4
Healthcare,2020,5290.2,29.3,24295.8,22.2,56.8,58.7,56.6,55.3
Healthcare,2021,6008.9,30.7,29025.6,13.6,58.3,60.3,56.4,58.1
Healthcare,2022,6217.1,32.1,31617.9,3.5,59.9,62.6,57.3,59.6
Healthcare,2023,7582.1,33.7,27304.5,22,60.8,65.5,57.3,59.5
Healthcare,2024,7649.9,29.4,41515,0.9,61.9,64.2,59.8,61.6
Healthcare,2025,7882.9,29.9,43793,3,63,65,61.1,62.9
Energy,2015,4496.7,15,8713.2,,39.8,21.2,74.8,23.4
Energy,2016,4285.4,19.9,13771.9,-4.7,41.6,24.3,78.6,21.9
Energy,2017,4819.3,28,24667.9,12.5,43.2,26.7,80.8,21.9
Energy,2018,5017.7,29.1,18120.8,4.1,44.5,27.8,81.9,23.8
Energy,2019,3472.7,30,12926.1,-30.8,44.6,29,81.6,23.4
Energy,2020,3661.1,28.2,19744.3,5.4,47.4,29.9,83.9,28.5
Energy,2021,3776.1,29.4,15061.9,3.1,49.4,29.1,86.1,32.9
Energy,2022,4240.4,21.5,11285.6,12.3,50.2,31.3,84.6,34.8
Energy,2023,4342.5,23.6,15234.7,2.4,48.9,29.7,84.5,32.5
Energy,2024,4149.9,29.4,11410.9,-4.4,49.7,28.1,86.1,34.8
Energy,2025,4521.2,28.5,17193.4,8.9,49.5,27.1,83.8,37.6
Transportation,2015,317.9,9.3,522,,45.7,32.4,85,19.6
Transportation,2016,328.2,5,288,3.3,46.3,36.2,82.3,20.5
Transportation,2017,311.1,1.7,98.5,-5.2,45.5,34.8,83.9,17.8
Transportation,2018,340.5,2.2,120.7,9.4,47.2,34,86.6,21.1
Transportation,2019,429.4,2.3,153.9,26.1,48.7,37.1,89.7,19.3
Transportation,2020,431.7,0.6,48.3,0.5,50.1,36.5,90.8,23
Transportation,2021,408.5,-0.2,1856.4,-5.4,52.3,37,94.1,25.8
Transportation,2022,374.6,3.1,103.5,-8.3,51.8,39,92.3,24
Transportation,2023,369.2,-2.1,654.8,-1.5,50.9,35.9,91.1,25.8
Transportation,2024,405.5,-5,796.8,9.8,51.8,38.1,91.2,26.1
Transportation,2025,409.5,-6.9,1390.1,1,52.4,37.9,91.1,28.2
Transportation,2015,704.8,5.8,352.2,,35.9,16.3,28.5,62.9
Transportation,2016,758,7,800.9,7.5,37.1,19.2,27.4,64.6
Transportation,2017,781.5,6.2,667.2,3.1,38.1,19.8,27,67.5
Transportation,2018,848.7,5.1,695,8.6,39.5,19.6,30.5,68.3
Transportation,2019,858,6.1,728.4,1.1,38.6,20.3,27.2,68.3
Transportation,2020,939.9,0.8,82.8,9.5,39.2,21,29.6,67.2
Transportation,2021,979.6,5.7,674.8,4.2,39.9,18,31.7,70
Transportation,2022,1060.4,6.9,1059.9,8.2,39.5,17.8,29.4,71.3
Transportation,2023,980.9,8.6,1132.7,-7.5,39.7,16,31.3,71.7
Transportation,2024,978.4,10.9,1492.7,-0.3,40.8,19.8,31.4,71.2
Transportation,2025,1122.8,9.8,1879.8,14.8,40.5,21.7,30.3,69.6
Healthcare,2015,2259.1,14.9,4126.5,,44.2,83,15,34.6
Healthcare,2016,2405.2,16.2,3999.5,6.5,46.4,84.1,17.1,37.9
Healthcare,2017,2689,20.7,5942,11.8,47.4,83.9,21.4,37
Healthcare,2018,2838.1,21.6,13422,5.5,48.5,85.9,20.2,39.4
Healthcare,2019,3039.8,19.2,6149.6,7.1,48.1,85.8,19.3,39
Healthcare,2020,3734.3,23,14484.8,22.8,48.7,86.3,20.5,39.3
Healthcare,2021,4359.6,24.3,23561.9,16.7,48.8,87.4,20.9,38
Healthcare,2022,4878.3,25.1,16806.4,11.9,47.7,87.4,18.9,36.7
Healthcare,2023,5167.2,25.3,22280,5.9,47.3,86.2,17,38.8
Healthcare,2024,5570.6,24.6,28547.1,7.8,48.5,89.4,15.5,40.6
Healthcare,2025,6855.6,20.6,29250.1,23.1,51.8,91.5,17.4,46.6
Transportation,2015,745.7,3.1,417.8,,45.1,9.1,90.6,35.5
Transportation,2016,948,2.4,366.4,27.1,44.8,4.8,91.7,37.9
Transportation,2017,971.4,4.2,488.7,2.5,45.8,6.5,93.6,37.5
Transportation,2018,1095.3,2.2,237.7,12.8,47.7,8.1,97.3,37.9
Transportation,2019,954.4,3.8,389.9,-12.9,50,13.4,96.1,40.5
Transportation,2020,944.4,-0.6,3345.9,-1,49.9,13,96.3,40.3
Transportation,2021,1066,-3.1,4583.4,12.9,51.8,16.4,98.2,41
Transportation,2022,1076.1,-5.2,4249.7,0.9,52.3,16.8,98.8,41.3
Transportation,2023,945.8,-1.3,2146.8,-12.1,51.7,18.3,100,36.9
Transportation,2024,1008.8,-1.8,4368.9,6.7,52,18,99.6,38.4
Transportation,2025,975.9,-0.4,1504.3,-3.3,52.7,19.2,100,38.9
Transportation,2015,450.7,8,622.3,,37.6,70.9,37.1,4.8
Transportation,2016,473.4,8.7,694.8,5,37.5,68.2,39.5,4.7
Transportation,2017,454.9,5.4,446.5,-3.9,38.1,69.6,39.6,5.2
Transportation,2018,535.7,6.8,361.4,17.8,37.5,68.2,41,3.4
Transportation,2019,606.4,12.7,1536.2,13.2,37.5,64.7,44.2,3.5
Transportation,2020,651.6,13.3,794.1,7.4,35.6,64.2,42.4,0.3
Transportation,2021,698,13.4,994.3,7.1,36.4,63.3,42.3,3.7
Transportation,2022,775.5,9.3,1111.5,11.1,36.3,64,40.2,4.5
Transportation,2023,730.3,4.3,617.5,-5.8,37.9,66,42.1,5.7
Transportation,2024,800.7,8.4,1004.2,9.6,37.4,66.4,41.6,4.1
Transportation,2025,769.7,6.2,577.8,-3.9,39.3,69.7,42.2,6.1
Utilities,2015,1429.3,4.6,553.2,,41,19.9,48.2,55
Utilities,2016,1424.7,6.7,1019.3,-0.3,40.2,18.9,47.1,54.6
Utilities,2017,1567.2,8.5,1147.5,10,40.8,19.3,48.4,54.8
Utilities,2018,1729,9.7,2230.9,10.3,40.8,15.7,48.6,58.1
Utilities,2019,1704.4,11.4,1752.9,-1.4,42.9,16.1,52.9,59.8
Utilities,2020,1749.2,9.1,2279.1,2.6,43.6,14.6,53.5,62.8
Utilities,2021,2027.6,8.6,1845.6,15.9,43.9,12.3,54.5,65
Utilities,2022,2081.6,10.2,1827.6,2.7,44.7,15.9,54.7,63.5
Utilities,2023,1861.6,9,1637.5,-10.6,45.5,16.1,53.3,67.1
Utilities,2024,1988.8,12.3,2898.2,6.8,45.1,17.4,50.5,67.5
Utilities,2025,1968.6,10.4,2004.2,-1,44.2,18.9,49.8,63.7
Consumer Goods,2015,1803.3,4.6,1953,,39.6,52.7,34,32.1
Consumer Goods,2016,1898.9,4.2,1159.4,5.3,41.5,54.1,34.8,35.7
Consumer Goods,2017,1948,5.4,2121.2,2.6,41.7,56.5,35.3,33.4
Consumer Goods,2018,1920.9,7.2,2404,-1.4,41.1,56.6,37.1,29.7
Consumer Goods,2019,2087.3,4.1,1769.9,8.7,42.4,60.7,36.5,29.9
Consumer Goods,2020,1970.6,2.7,1062,-5.6,41.6,59.8,38.6,26.4
Consumer Goods,2021,1837.5,2.1,429.5,-6.8,42.7,63.3,40.1,24.7
Consumer Goods,2022,1655.6,1,196.5,-9.9,45.3,65.6,45.1,25.2
Consumer Goods,2023,1910.3,2.5,512.2,15.4,45,63.6,44.7,26.7
Consumer Goods,2024,2017.8,1.5,405.3,5.6,44.8,64,44.6,25.8
Consumer Goods,2025,2146.8,1.5,524.5,6.4,44.5,63.9,44.2,25.4
Transportation,2015,572.1,18.5,1302.2,,42.2,81.8,40.1,4.7
Transportation,2016,639.6,17.4,1835.5,11.8,42.6,83.4,37.9,6.6
Transportation,2017,714,21.1,1309.1,11.6,43.7,85.6,36.6,9
Transportation,2018,635.3,22.2,2545.7,-11,45.8,91,36.5,9.9
Transportation,2019,648.8,20.5,2422.3,2.1,48.8,93,39.9,13.5
Transportation,2020,648,21,1483.2,-0.1,52,97.3,40.5,18.2
Transportation,2021,612.6,26.5,2904,-5.5,51.8,96.4,42.2,16.8
Transportation,2022,605.9,30.1,2168.8,-1.1,50.8,95.1,39.9,17.3
Transportation,2023,511,32.6,2119.5,-15.7,53.4,97.6,42.9,19.7
Transportation,2024,493.1,31.9,2948.5,-3.5,56.2,100,46.1,22.5
Transportation,2025,506.5,30.8,2387.4,2.7,55.8,100,46.2,21.1
Healthcare,2015,1339.2,14.5,3895.2,,43.6,58.8,3.2,68.9
Healthcare,2016,1257.8,15.4,2133.2,-6.1,43.4,59,3.1,68
Healthcare,2017,1345.3,12.8,2751.7,7,43.8,58.6,4.7,68.2
Healthcare,2018,1513,6.4,1378.8,12.5,44.2,57.9,4.6,70.1
Healthcare,2019,1449,7.5,2400.6,-4.2,45.8,57.4,7.1,72.9
Healthcare,2020,1674.4,12.6,3940.4,15.6,47.1,60.9,8.1,72.3
Healthcare,2021,1468.1,9.5,3205.3,-12.3,47.7,63.7,6.1,73.3
Healthcare,2022,1470,5.3,1570,0.1,48.9,66.3,6,74.4
Healthcare,2023,1359.2,4.1,785,-7.5,50.8,66.8,8.7,77
Healthcare,2024,1285.5,2.3,531,-5.4,49.4,66.4,5.9,76.1
Healthcare,2025,1384.6,0.6,197.2,7.7,50.9,66.5,7.5,78.7
